epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,276.395,1.35968,2.81332,1.64885,0.50622,0.1972,0.17165,0.11718,1.46648,2.55498,1.76078,0.000107937,0.000107937,0.000107937
14,295.106,1.35601,2.72867,1.64471,0.54919,0.20952,0.18937,0.12701,1.44518,2.4307,1.74017,0.000106099,0.000106099,0.000106099
15,313.762,1.32851,2.66622,1.63327,0.46649,0.21732,0.19431,0.13317,1.42794,2.3683,1.71309,0.00010426,0.00010426,0.00010426
16,333.111,1.34334,2.6339,1.6331,0.5257,0.22533,0.20326,0.13897,1.44074,2.34,1.71179,0.000102421,0.000102421,0.000102421
17,352.166,1.34077,2.56749,1.62097,0.47214,0.23108,0.21478,0.14649,1.42147,2.31619,1.69552,0.000100583,0.000100583,0.000100583
18,370.715,1.31646,2.52669,1.61353,0.45684,0.27127,0.2341,0.16205,1.42847,2.26171,1.69556,9.87443e-05,9.87443e-05,9.87443e-05
19,389.218,1.31077,2.50182,1.60955,0.47501,0.28064,0.24535,0.16989,1.43439,2.26943,1.71432,9.69057e-05,9.69057e-05,9.69057e-05
20,407.871,1.31466,2.41673,1.59888,0.51551,0.26646,0.24557,0.1695,1.42107,2.24837,1.70973,9.50671e-05,9.50671e-05,9.50671e-05
21,426.515,1.30604,2.42336,1.59187,0.4553,0.301,0.26633,0.18712,1.42053,2.1736,1.68951,9.32286e-05,9.32286e-05,9.32286e-05
22,445.298,1.29492,2.3659,1.57375,0.48472,0.30173,0.27238,0.19063,1.40885,2.13889,1.68764,9.139e-05,9.139e-05,9.139e-05
23,464.012,1.29199,2.34653,1.57584,0.50849,0.29515,0.28052,0.19255,1.40374,2.14736,1.68363,8.95514e-05,8.95514e-05,8.95514e-05
24,482.723,1.26968,2.2883,1.55971,0.46196,0.30333,0.27981,0.19543,1.40142,2.1251,1.68127,8.77129e-05,8.77129e-05,8.77129e-05
25,501.653,1.2905,2.28756,1.56837,0.51425,0.30192,0.29606,0.20597,1.41242,2.09077,1.67506,8.58743e-05,8.58743e-05,8.58743e-05
26,520.318,1.26924,2.27112,1.56245,0.50918,0.29549,0.29548,0.20824,1.39609,2.11117,1.67726,8.40357e-05,8.40357e-05,8.40357e-05
27,539.168,1.26502,2.23797,1.55251,0.47232,0.3368,0.30008,0.2087,1.40029,2.05892,1.66806,8.21971e-05,8.21971e-05,8.21971e-05
28,557.862,1.26726,2.23104,1.55251,0.4883,0.30584,0.30383,0.21004,1.3966,2.08111,1.6693,8.03586e-05,8.03586e-05,8.03586e-05
29,576.819,1.24929,2.18926,1.54154,0.51134,0.32922,0.30592,0.21163,1.38724,2.05756,1.67283,7.852e-05,7.852e-05,7.852e-05
30,595.538,1.26022,2.19549,1.55099,0.49814,0.33187,0.31336,0.21755,1.38764,2.0356,1.6651,7.66814e-05,7.66814e-05,7.66814e-05
31,614.125,1.24151,2.13667,1.52876,0.52572,0.32004,0.32628,0.23027,1.39274,2.05188,1.66318,7.48429e-05,7.48429e-05,7.48429e-05
32,632.872,1.24819,2.11547,1.53239,0.53968,0.31893,0.31946,0.22508,1.39164,2.02485,1.65783,7.30043e-05,7.30043e-05,7.30043e-05
33,651.644,1.24006,2.12073,1.52832,0.49303,0.34128,0.32589,0.22938,1.38891,2.00721,1.6553,7.11657e-05,7.11657e-05,7.11657e-05
34,670.376,1.22947,2.09593,1.51628,0.50981,0.35172,0.32896,0.23572,1.39856,2.05253,1.66156,6.93271e-05,6.93271e-05,6.93271e-05
35,689.015,1.23209,2.04533,1.51589,0.49109,0.33712,0.32701,0.23234,1.37799,1.96322,1.64198,6.74886e-05,6.74886e-05,6.74886e-05
36,707.646,1.22628,2.03674,1.50591,0.46827,0.35569,0.33739,0.23821,1.38139,1.96812,1.64325,6.565e-05,6.565e-05,6.565e-05
37,726.226,1.2226,2.02636,1.51547,0.47599,0.35234,0.33894,0.2385,1.38317,1.9936,1.65575,6.38114e-05,6.38114e-05,6.38114e-05
38,745.053,1.21284,2.02457,1.50466,0.54266,0.32404,0.35106,0.23875,1.39509,1.96878,1.65842,6.19729e-05,6.19729e-05,6.19729e-05
39,763.782,1.22306,2.00748,1.50424,0.51753,0.32943,0.35138,0.24085,1.38192,1.95365,1.64286,6.01343e-05,6.01343e-05,6.01343e-05
40,782.247,1.21615,1.97863,1.50489,0.51845,0.3533,0.35609,0.24661,1.38556,1.96261,1.65185,5.82957e-05,5.82957e-05,5.82957e-05
41,800.937,1.2074,1.98209,1.50532,0.48492,0.37125,0.36169,0.25328,1.37871,1.92457,1.64821,5.64571e-05,5.64571e-05,5.64571e-05
42,819.969,1.20873,1.96559,1.49131,0.53016,0.34849,0.36184,0.25448,1.37947,1.94444,1.65101,5.46186e-05,5.46186e-05,5.46186e-05
43,838.776,1.20641,1.94781,1.4972,0.52127,0.35709,0.35711,0.24896,1.37456,1.87831,1.63799,5.278e-05,5.278e-05,5.278e-05
44,857.443,1.20701,1.92792,1.48644,0.56122,0.32707,0.35327,0.24501,1.37838,1.92908,1.64321,5.09414e-05,5.09414e-05,5.09414e-05
45,876.133,1.20295,1.94179,1.50109,0.51784,0.35294,0.35528,0.24438,1.37755,1.92463,1.63971,4.91029e-05,4.91029e-05,4.91029e-05
46,894.979,1.20137,1.92014,1.48746,0.48399,0.37981,0.36444,0.25312,1.37455,1.91179,1.63799,4.72643e-05,4.72643e-05,4.72643e-05
47,913.728,1.19019,1.87985,1.47639,0.51702,0.35463,0.36568,0.25765,1.37533,1.89889,1.6392,4.54257e-05,4.54257e-05,4.54257e-05
48,932.501,1.19146,1.8872,1.47827,0.53123,0.35677,0.36499,0.26032,1.37953,1.90815,1.63849,4.35871e-05,4.35871e-05,4.35871e-05
49,951.254,1.19844,1.8825,1.48028,0.4443,0.43322,0.36833,0.25743,1.36187,1.88662,1.63055,4.17486e-05,4.17486e-05,4.17486e-05
50,969.998,1.18036,1.87887,1.46742,0.49148,0.38635,0.38116,0.26555,1.37622,1.89097,1.63901,3.991e-05,3.991e-05,3.991e-05
51,989.023,1.18096,1.86166,1.46445,0.47731,0.37941,0.36831,0.25435,1.3718,1.90109,1.63071,3.80714e-05,3.80714e-05,3.80714e-05
52,1007.76,1.16243,1.83867,1.45127,0.44449,0.38315,0.3658,0.25372,1.37747,1.89332,1.63364,3.62329e-05,3.62329e-05,3.62329e-05
53,1026.4,1.1797,1.85584,1.47028,0.47636,0.393,0.38112,0.27173,1.37964,1.90255,1.63521,3.43943e-05,3.43943e-05,3.43943e-05
54,1045.19,1.16995,1.84519,1.46312,0.54279,0.37145,0.39073,0.27636,1.37681,1.89588,1.63827,3.25557e-05,3.25557e-05,3.25557e-05
55,1064.12,1.17719,1.83068,1.46172,0.49466,0.40284,0.38698,0.27012,1.36966,1.8755,1.63118,3.07171e-05,3.07171e-05,3.07171e-05
56,1082.71,1.16964,1.81837,1.45521,0.48826,0.41325,0.3921,0.27738,1.37679,1.88304,1.63335,2.88786e-05,2.88786e-05,2.88786e-05
57,1101.37,1.17895,1.81522,1.46116,0.51285,0.37855,0.39155,0.27523,1.37609,1.88653,1.63512,2.704e-05,2.704e-05,2.704e-05
58,1119.89,1.17018,1.83513,1.45626,0.54794,0.37534,0.40183,0.28452,1.36684,1.8687,1.62626,2.52014e-05,2.52014e-05,2.52014e-05
59,1138.79,1.17678,1.8186,1.45717,0.47923,0.42287,0.3999,0.28202,1.36817,1.87846,1.62269,2.33629e-05,2.33629e-05,2.33629e-05
60,1157.35,1.17497,1.81095,1.46881,0.51033,0.40049,0.39722,0.27946,1.36333,1.86225,1.62209,2.15243e-05,2.15243e-05,2.15243e-05
61,1177.4,1.16704,1.77876,1.49372,0.49064,0.40356,0.39602,0.27586,1.34722,1.86605,1.61865,1.96857e-05,1.96857e-05,1.96857e-05
62,1195.47,1.15458,1.73122,1.48576,0.51145,0.40709,0.39282,0.27411,1.34985,1.84185,1.61725,1.78471e-05,1.78471e-05,1.78471e-05
63,1213.68,1.1441,1.69364,1.46633,0.4905,0.39641,0.39029,0.27145,1.35295,1.83188,1.61172,1.60086e-05,1.60086e-05,1.60086e-05
64,1231.71,1.14577,1.6944,1.47729,0.50924,0.39702,0.39424,0.27375,1.3561,1.84444,1.61651,1.417e-05,1.417e-05,1.417e-05
65,1249.72,1.14657,1.66613,1.46582,0.50406,0.41437,0.39237,0.27741,1.35206,1.84137,1.60938,1.23314e-05,1.23314e-05,1.23314e-05
66,1267.86,1.13722,1.64625,1.45796,0.50828,0.39528,0.39847,0.27759,1.35485,1.84523,1.61235,1.04929e-05,1.04929e-05,1.04929e-05
67,1286.1,1.126,1.64884,1.44966,0.50835,0.40256,0.3967,0.28025,1.35555,1.84192,1.61303,8.65429e-06,8.65429e-06,8.65429e-06
68,1304.22,1.14208,1.66615,1.46382,0.53389,0.38834,0.39294,0.27733,1.35192,1.84338,1.60725,6.81571e-06,6.81571e-06,6.81571e-06
69,1322.34,1.14261,1.66328,1.46244,0.49545,0.40968,0.39332,0.27709,1.34963,1.84195,1.60856,4.97714e-06,4.97714e-06,4.97714e-06
70,1340.48,1.13431,1.65174,1.44997,0.51403,0.40104,0.39307,0.27786,1.35011,1.84146,1.60911,3.13857e-06,3.13857e-06,3.13857e-06
